Region,Product,Units,UnitPrice,Revenue
South,Widget C,7,47.35,331.45
South,Widget D,12,24.95,299.4
Central,Widget D,31,33.48,1037.88
North,Widget A,74,46.35,3429.9
East,Widget D,71,25.24,1792.04
North,Widget A,27,43.98,1187.46
East,Widget A,13,15.11,196.43
North,Widget D,55,36.97,2033.35
East,Gadget X,83,48.29,4008.07
West,Widget D,1,18.81,18.81
West,Widget C,79,13.28,1049.12
North,Widget B,8,26.1,208.8
East,Widget C,92,24.49,2253.08
North,Widget B,60,12.63,757.8
Central,Widget A,95,41.76,3967.2
Central,Widget B,82,38.84,3184.88
Central,Gadget X,1,15.83,15.83
West,Widget D,69,19.66,1356.54
West,Gadget X,95,49.26,4679.7
East,Widget B,90,41.51,3735.9
East,Widget A,36,25.08,902.88
East,Widget D,55,49.51,2723.05
West,Widget D,27,47.87,1292.49
South,Gadget X,78,44.93,3504.54
East,Widget A,52,46.6,2423.2
North,Widget B,98,16.59,1625.82
West,Widget A,20,23.0,460.0
West,Widget B,78,13.0,1014.0
West,Gadget X,66,31.61,2086.26
North,Widget D,4,36.68,146.72
South,Widget B,39,21.93,855.27
South,Gadget X,80,44.03,3522.4
East,Widget D,43,48.43,2082.49
Central,Widget A,26,14.04,365.04
Central,Widget A,25,45.83,1145.75
Central,Widget A,14,27.71,387.94
West,Gadget X,93,25.51,2372.43
East,Widget B,72,46.62,3356.64
Central,Widget C,35,26.96,943.6
West,Widget D,16,41.14,658.24
South,Widget B,2,13.12,26.24
East,Widget C,98,32.92,3226.16
East,Gadget X,38,48.67,1849.46
North,Widget D,92,29.84,2745.28
South,Widget D,46,25.17,1157.82
South,Widget A,61,34.32,2093.52
South,Gadget X,53,49.0,2597.0
East,Widget A,15,23.04,345.6
North,Widget A,28,23.09,646.52
South,Widget D,42,30.79,1293.18
North,Widget A,59,19.48,1149.32
Central,Widget D,40,36.27,1450.8
North,Widget B,11,39.31,432.41
Central,Widget D,21,49.0,1029.0
South,Widget D,57,14.74,840.18
West,Widget D,5,43.46,217.3
West,Gadget X,34,32.2,1094.8
North,Widget D,46,28.74,1322.04
South,Widget B,1,17.05,17.05
East,Widget A,31,34.63,1073.53
South,Widget B,10,11.51,115.1
East,Widget C,39,11.46,446.94
North,Widget B,91,21.85,1988.35
South,Widget D,81,20.21,1637.01
East,Widget C,12,25.71,308.52
Central,Gadget X,61,42.56,2596.16
South,Widget D,91,22.53,2050.23
West,Widget C,81,49.65,4021.65
East,Gadget X,90,18.33,1649.7
West,Widget B,47,31.5,1480.5
East,Gadget X,88,39.91,3512.08
Central,Gadget X,51,20.11,1025.61
East,Widget C,18,17.07,307.26
East,Widget D,3,26.04,78.12
North,Widget C,42,31.94,1341.48
North,Widget A,28,49.17,1376.76
North,Widget B,46,46.17,2123.82
South,Widget A,67,33.85,2267.95
West,Widget D,78,47.09,3673.02
Central,Gadget X,10,34.49,344.9
Central,Widget C,57,36.42,2075.94
South,Widget B,72,41.85,3013.2
Central,Widget D,76,16.84,1279.84
East,Widget B,42,34.26,1438.92
North,Widget B,15,23.02,345.3
East,Widget A,56,46.63,2611.28
South,Widget B,46,42.11,1937.06
West,Widget D,52,29.39,1528.28
East,Widget C,36,27.2,979.2
Central,Widget C,57,26.2,1493.4
West,Widget C,63,13.42,845.46
East,Widget B,21,25.24,530.04
South,Widget B,57,22.33,1272.81
South,Widget B,84,31.72,2664.48
Central,Widget D,16,25.88,414.08
East,Widget B,9,15.52,139.68
South,Widget C,11,29.22,321.42
South,Widget C,41,49.49,2029.09
East,Widget D,80,30.41,2432.8
East,Widget A,47,42.76,2009.72
East,Widget C,54,45.03,2431.62
East,Widget C,37,44.7,1653.9
West,Widget B,15,48.0,720.0
North,Widget A,77,49.0,3773.0
South,Widget A,95,37.03,3517.85
East,Widget B,51,26.33,1342.83
South,Widget A,58,40.72,2361.76
South,Widget C,1,27.82,27.82
East,Widget D,15,18.38,275.7
Central,Widget B,60,43.23,2593.8
East,Gadget X,90,38.0,3420.0
Central,Widget D,52,14.91,775.32
East,Widget A,38,45.31,1721.78
Central,Widget B,14,28.78,402.92
North,Widget C,81,29.56,2394.36
North,Widget A,37,25.25,934.25
West,Widget D,27,12.17,328.59
East,Widget D,63,21.96,1383.48
South,Widget C,56,35.45,1985.2
South,Widget D,36,19.58,704.88
South,Widget C,90,18.56,1670.4
Central,Widget B,50,22.92,1146.0
North,Widget D,96,10.35,993.6
East,Widget A,10,39.06,390.6
Central,Widget B,53,22.26,1179.78
Central,Widget C,42,28.03,1177.26
North,Widget C,57,17.81,1015.17
North,Widget C,73,49.52,3614.96
West,Widget D,50,48.97,2448.5
West,Widget A,56,12.28,687.68
North,Widget C,50,26.99,1349.5
East,Widget A,80,45.69,3655.2
East,Widget C,28,19.49,545.72
Central,Widget C,80,48.38,3870.4
East,Widget A,26,15.77,410.02
Central,Widget C,45,25.02,1125.9
South,Widget C,29,33.38,968.02
West,Gadget X,81,11.83,958.23
West,Gadget X,55,10.66,586.3
East,Widget A,62,41.31,2561.22
East,Widget A,3,26.81,80.43
West,Widget A,50,31.27,1563.5
West,Widget D,11,47.41,521.51
South,Widget B,99,19.96,1976.04
South,Widget B,68,14.47,983.96
East,Widget D,18,24.52,441.36
Central,Gadget X,78,10.72,836.16
East,Widget D,87,23.78,2068.86
West,Widget A,95,47.48,4510.6
Central,Widget B,42,25.94,1089.48
East,Widget A,34,11.08,376.72
West,Widget B,39,15.0,585.0
East,Gadget X,36,29.65,1067.4
North,Widget C,69,40.5,2794.5
West,Widget A,12,26.34,316.08
Central,Widget B,48,29.76,1428.48
North,Widget D,77,41.35,3183.95
Central,Widget B,19,45.26,859.94
East,Widget B,7,15.03,105.21
West,Widget B,72,33.8,2433.6
North,Widget D,31,33.98,1053.38
South,Widget B,72,46.21,3327.12
Central,Gadget X,16,15.74,251.84
Central,Gadget X,15,22.19,332.85
North,Widget D,31,24.4,756.4
West,Gadget X,15,41.56,623.4
East,Gadget X,90,22.85,2056.5
South,Widget C,68,21.29,1447.72
West,Widget B,29,38.15,1106.35
North,Widget C,81,33.13,2683.53
North,Widget B,25,41.32,1033.0
North,Gadget X,2,48.96,97.92
North,Widget B,96,48.53,4658.88
East,Widget B,18,43.69,786.42
East,Gadget X,98,11.14,1091.72
Central,Widget C,62,46.92,2909.04
West,Widget D,27,45.94,1240.38
South,Widget D,57,40.62,2315.34
West,Widget D,86,23.5,2021.0
East,Gadget X,56,29.25,1638.0
South,Widget B,13,33.47,435.11
Central,Gadget X,82,28.77,2359.14
South,Widget C,98,37.26,3651.48
Central,Widget C,32,11.74,375.68
East,Widget D,80,10.92,873.6
North,Widget D,34,36.06,1226.04
Central,Gadget X,91,11.67,1061.97
North,Gadget X,91,15.57,1416.87
South,Widget B,29,23.43,679.47
North,Widget A,52,38.89,2022.28
South,Widget D,28,40.73,1140.44
South,Widget A,2,27.73,55.46
East,Widget D,87,15.37,1337.19
South,Widget B,98,48.03,4706.94
East,Gadget X,46,47.23,2172.58
East,Widget B,41,47.92,1964.72
North,Widget B,51,21.26,1084.26
South,Widget C,60,34.74,2084.4
North,Widget D,98,47.71,4675.58
West,Gadget X,33,40.91,1350.03
North,Widget B,28,42.7,1195.6
South,Widget D,62,40.62,2518.44
North,Widget B,42,47.44,1992.48
South,Widget A,13,13.05,169.65
North,Widget C,34,27.86,947.24
East,Widget A,92,46.08,4239.36
North,Widget D,29,29.82,864.78
South,Widget C,37,27.33,1011.21
South,Widget B,24,10.02,240.48
East,Widget A,61,41.53,2533.33
Central,Widget C,78,10.43,813.54
East,Gadget X,34,44.87,1525.58
South,Widget C,39,47.39,1848.21
Central,Widget C,3,25.06,75.18
East,Widget C,21,40.48,850.08
Central,Widget D,1,44.25,44.25
West,Gadget X,80,27.36,2188.8
Central,Widget A,24,47.57,1141.68
North,Widget D,45,38.38,1727.1
Central,Widget A,4,24.8,99.2
Central,Widget B,84,32.63,2740.92
North,Widget C,76,15.15,1151.4
East,Widget A,8,11.74,93.92
South,Widget B,18,28.52,513.36
South,Widget B,100,33.21,3321.0
South,Widget B,40,26.59,1063.6
Central,Widget D,80,44.0,3520.0
North,Widget D,45,37.02,1665.9
East,Gadget X,100,13.61,1361.0
Central,Widget A,79,31.36,2477.44
North,Widget D,26,27.64,718.64
North,Widget B,65,32.35,2102.75
West,Widget C,82,18.65,1529.3
East,Gadget X,16,17.21,275.36
North,Gadget X,100,21.29,2129.0
South,Widget B,77,36.17,2785.09
Central,Widget B,59,11.14,657.26
East,Widget A,77,38.47,2962.19
South,Widget A,47,44.79,2105.13
North,Gadget X,27,17.23,465.21
North,Widget D,8,13.68,109.44
South,Gadget X,21,49.01,1029.21
West,Widget A,57,24.63,1403.91
East,Widget A,36,26.04,937.44
East,Widget C,63,45.03,2836.89
Central,Widget B,15,16.24,243.6
South,Widget D,81,33.71,2730.51
West,Widget D,18,43.19,777.42
South,Widget B,62,47.75,2960.5
West,Widget A,7,28.01,196.07
South,Widget D,45,48.06,2162.7
North,Widget A,10,39.51,395.1
East,Widget A,31,20.71,642.01
North,Widget C,19,47.01,893.19
South,Gadget X,16,43.47,695.52
South,Widget B,94,24.07,2262.58
South,Gadget X,10,22.97,229.7
South,Widget B,84,44.87,3769.08
West,Widget C,70,10.69,748.3
East,Widget B,47,22.2,1043.4
North,Widget B,17,29.18,496.06
West,Gadget X,58,34.65,2009.7
North,Widget D,60,26.23,1573.8
North,Gadget X,84,38.73,3253.32
South,Widget B,96,43.93,4217.28
South,Widget C,100,22.25,2225.0
East,Widget D,85,20.55,1746.75
Central,Widget C,72,38.76,2790.72
South,Widget D,89,12.44,1107.16
North,Widget C,76,16.2,1231.2
Central,Widget D,53,48.97,2595.41
West,Gadget X,45,24.11,1084.95
East,Widget D,25,10.42,260.5
North,Widget B,64,17.87,1143.68
North,Widget D,54,43.01,2322.54
East,Widget D,17,44.9,763.3
West,Gadget X,34,30.84,1048.56
Central,Widget D,84,40.92,3437.28
Central,Widget A,63,21.74,1369.62
Central,Widget B,91,26.01,2366.91
Central,Widget B,67,20.26,1357.42
North,Gadget X,83,41.82,3471.06
East,Gadget X,86,18.14,1560.04
South,Widget D,12,32.58,390.96
South,Widget C,56,43.96,2461.76
South,Widget C,63,44.87,2826.81
Central,Gadget X,94,49.89,4689.66
East,Gadget X,77,14.39,1108.03
East,Widget A,93,10.48,974.64
East,Gadget X,85,46.08,3916.8
East,Gadget X,55,37.59,2067.45
West,Widget B,83,19.15,1589.45
South,Widget B,68,23.56,1602.08
Central,Widget B,21,45.35,952.35
Central,Widget C,88,40.86,3595.68
East,Widget A,100,41.17,4117.0
Central,Gadget X,83,18.51,1536.33
East,Widget C,15,41.43,621.45
North,Widget C,83,19.3,1601.9
West,Widget C,27,19.78,534.06
Central,Widget C,94,10.02,941.88
East,Widget C,40,35.61,1424.4
North,Widget C,34,21.56,733.04
Central,Widget A,49,44.94,2202.06
East,Widget C,36,21.59,777.24
Central,Widget D,9,27.37,246.33
Central,Widget C,6,24.86,149.16
East,Gadget X,69,36.39,2510.91
South,Widget B,61,36.21,2208.81
West,Widget A,98,38.66,3788.68
East,Widget A,93,41.97,3903.21
North,Widget A,41,11.4,467.4
Central,Widget D,24,43.35,1040.4
North,Widget C,97,21.58,2093.26
West,Widget A,65,11.09,720.85
West,Widget C,70,21.77,1523.9
Central,Widget A,42,33.98,1427.16
North,Widget B,19,42.62,809.78
West,Widget A,22,29.85,656.7
South,Gadget X,79,31.41,2481.39
South,Gadget X,51,14.91,760.41
East,Widget C,47,27.45,1290.15
East,Widget D,56,21.84,1223.04
West,Widget C,87,45.1,3923.7
East,Widget D,48,34.54,1657.92
East,Widget C,16,37.11,593.76
West,Widget B,62,30.34,1881.08
West,Widget B,100,15.51,1551.0
East,Widget D,16,29.56,472.96
Central,Gadget X,69,17.7,1221.3
West,Gadget X,1,25.46,25.46
Central,Widget C,49,27.73,1358.77
South,Gadget X,14,40.78,570.92
Central,Widget C,96,19.47,1869.12
North,Gadget X,52,43.79,2277.08
Central,Widget B,12,21.47,257.64
West,Widget B,17,14.27,242.59
East,Gadget X,97,16.35,1585.95
West,Widget C,75,10.14,760.5
South,Widget C,98,14.75,1445.5
West,Gadget X,16,22.96,367.36
North,Widget A,98,29.57,2897.86
South,Widget B,91,26.68,2427.88
West,Widget C,39,29.59,1154.01
South,Widget C,12,27.21,326.52
East,Gadget X,55,28.69,1577.95
North,Widget A,41,26.61,1091.01
South,Widget C,83,44.19,3667.77
East,Widget D,32,30.25,968.0
Central,Gadget X,47,30.4,1428.8
Central,Widget D,72,16.83,1211.76
North,Widget A,51,21.42,1092.42
West,Widget B,89,16.5,1468.5
West,Widget D,21,33.58,705.18
East,Widget D,31,27.84,863.04
Central,Widget C,95,42.7,4056.5
East,Widget D,74,11.57,856.18
North,Widget C,9,48.53,436.77
East,Widget C,49,12.57,615.93
West,Gadget X,67,37.41,2506.47
North,Widget D,44,33.57,1477.08
South,Gadget X,82,15.52,1272.64
South,Widget C,51,42.85,2185.35
North,Widget C,26,15.1,392.6
Central,Widget B,36,35.62,1282.32
East,Widget B,100,33.9,3390.0
South,Widget C,95,12.66,1202.7
East,Widget A,46,16.69,767.74
North,Widget C,93,34.75,3231.75
Central,Gadget X,96,32.88,3156.48
South,Widget C,36,46.36,1668.96
West,Widget D,54,43.2,2332.8
East,Widget D,63,23.05,1452.15
East,Widget C,65,11.18,726.7
East,Gadget X,46,25.02,1150.92
South,Gadget X,65,20.29,1318.85
West,Widget B,58,16.4,951.2
South,Widget A,66,17.12,1129.92
East,Widget B,91,35.35,3216.85
Central,Widget A,24,23.73,569.52
East,Widget C,36,34.72,1249.92
South,Widget A,34,41.45,1409.3
West,Widget B,14,13.7,191.8
East,Widget C,34,29.08,988.72
West,Gadget X,81,44.74,3623.94
North,Widget A,99,32.29,3196.71
South,Widget B,21,47.42,995.82
West,Widget D,37,44.99,1664.63
North,Gadget X,21,29.92,628.32
Central,Widget B,38,18.76,712.88
Central,Widget A,28,26.23,734.44
North,Gadget X,46,10.23,470.58
East,Widget B,50,39.91,1995.5
Central,Gadget X,44,49.13,2161.72
East,Widget D,5,18.19,90.95
East,Widget D,45,15.57,700.65
East,Gadget X,76,44.28,3365.28
Central,Widget A,64,44.79,2866.56
East,Widget C,78,28.15,2195.7
Central,Widget C,5,17.14,85.7
East,Widget A,47,40.98,1926.06
Central,Widget A,87,46.22,4021.14
East,Gadget X,17,13.57,230.69
North,Widget B,7,17.06,119.42
North,Widget D,22,28.53,627.66
East,Widget C,99,40.75,4034.25
South,Gadget X,86,20.92,1799.12
South,Widget C,88,21.33,1877.04
West,Widget A,72,38.6,2779.2
South,Widget C,61,32.07,1956.27
East,Widget D,4,16.56,66.24
North,Widget B,45,12.5,562.5
Central,Widget C,39,36.34,1417.26
East,Widget A,60,30.56,1833.6
West,Widget D,88,41.62,3662.56
East,Widget C,41,30.85,1264.85
West,Gadget X,71,19.18,1361.78
West,Widget D,20,25.31,506.2
East,Widget B,51,22.15,1129.65
South,Gadget X,96,31.55,3028.8
West,Gadget X,48,20.85,1000.8
West,Widget D,24,25.47,611.28
West,Widget A,86,34.9,3001.4
West,Widget C,80,11.12,889.6
Central,Gadget X,18,11.35,204.3
North,Widget C,62,24.58,1523.96
Central,Widget B,45,25.74,1158.3
West,Widget C,96,44.0,4224.0
Central,Widget D,24,17.34,416.16
South,Widget D,86,13.2,1135.2
West,Widget D,7,21.41,149.87
West,Widget D,24,44.82,1075.68
South,Widget B,90,12.39,1115.1
South,Gadget X,9,14.74,132.66
South,Widget B,46,43.82,2015.72
West,Widget B,94,42.81,4024.14
South,Gadget X,60,23.67,1420.2
Central,Widget C,32,43.27,1384.64
North,Widget D,52,27.32,1420.64
West,Widget C,72,41.81,3010.32
Central,Widget D,33,12.26,404.58
East,Gadget X,12,31.51,378.12
North,Widget D,56,19.05,1066.8
Central,Widget D,66,46.36,3059.76
West,Widget B,45,18.95,852.75
South,Widget A,83,28.73,2384.59
Central,Widget B,74,28.54,2111.96
North,Widget D,76,19.47,1479.72
North,Gadget X,39,15.65,610.35
West,Widget B,55,18.67,1026.85
Central,Widget C,68,14.92,1014.56
East,Widget B,70,33.44,2340.8
South,Widget B,30,44.23,1326.9
South,Widget B,18,42.75,769.5
West,Widget A,43,28.15,1210.45
South,Gadget X,86,39.04,3357.44
East,Widget D,29,20.45,593.05
South,Widget A,64,29.75,1904.0
Central,Widget C,6,30.64,183.84
South,Widget B,1,14.52,14.52
Central,Widget A,83,39.39,3269.37
South,Gadget X,96,13.89,1333.44
South,Widget C,98,13.11,1284.78
Central,Widget B,75,34.28,2571.0
East,Widget A,34,39.85,1354.9
North,Widget A,84,15.9,1335.6
West,Widget D,91,41.88,3811.08
South,Widget D,75,19.4,1455.0
North,Widget B,65,28.92,1879.8
West,Gadget X,92,32.48,2988.16
South,Gadget X,71,28.21,2002.91
East,Gadget X,73,34.0,2482.0
East,Gadget X,56,31.77,1779.12
North,Widget C,75,27.81,2085.75
North,Widget C,46,23.26,1069.96
East,Widget D,55,11.96,657.8
East,Widget B,58,21.24,1231.92
West,Gadget X,48,37.12,1781.76
North,Widget C,15,44.95,674.25
South,Widget C,62,11.95,740.9
East,Widget C,77,12.42,956.34
Central,Widget C,12,37.94,455.28
Central,Widget A,19,16.08,305.52
South,Widget D,66,16.87,1113.42
South,Widget A,92,47.53,4372.76
North,Widget D,86,26.04,2239.44
North,Gadget X,56,43.12,2414.72
North,Widget A,96,33.35,3201.6
West,Widget D,83,22.64,1879.12
Central,Widget A,40,46.53,1861.2
South,Widget D,28,16.98,475.44
West,Widget A,41,21.61,886.01
South,Widget D,82,22.98,1884.36
West,Widget D,39,17.85,696.15
East,Widget B,17,26.97,458.49
South,Widget C,54,31.38,1694.52
West,Widget C,43,44.64,1919.52
North,Gadget X,16,45.15,722.4
West,Widget C,9,19.45,175.05
West,Gadget X,47,21.05,989.35
Central,Widget A,12,16.73,200.76
East,Gadget X,2,14.18,28.36
East,Widget D,13,27.97,363.61
South,Widget A,22,48.44,1065.68
West,Widget B,13,22.81,296.53
North,Widget D,66,39.82,2628.12
West,Gadget X,82,20.85,1709.7
East,Widget C,93,47.64,4430.52
North,Widget A,35,35.52,1243.2
North,Widget A,10,48.49,484.9
East,Widget D,1,42.32,42.32
Central,Gadget X,95,47.24,4487.8
West,Gadget X,99,33.82,3348.18
South,Widget B,82,43.51,3567.82
Central,Widget D,76,34.14,2594.64
South,Widget B,76,37.75,2869.0
East,Gadget X,83,31.67,2628.61
West,Widget B,15,29.72,445.8
Central,Widget A,3,37.49,112.47
West,Widget A,51,17.52,893.52
South,Widget C,68,16.08,1093.44
North,Gadget X,31,25.62,794.22
North,Widget D,84,30.0,2520.0
Central,Gadget X,69,22.89,1579.41
East,Widget B,76,35.61,2706.36
South,Widget C,33,36.84,1215.72
West,Widget B,48,43.72,2098.56
North,Widget A,95,41.63,3954.85
North,Widget C,14,20.42,285.88
Central,Widget D,1,25.7,25.7
North,Widget A,55,46.7,2568.5
West,Widget C,100,36.63,3663.0
North,Widget C,97,27.48,2665.56
Central,Widget A,32,25.48,815.36
North,Gadget X,32,43.55,1393.6
North,Widget C,37,25.29,935.73
North,Widget C,42,10.96,460.32
South,Widget B,54,11.55,623.7
South,Widget C,76,40.02,3041.52
South,Widget C,70,19.88,1391.6
South,Widget A,54,24.32,1313.28
Central,Widget D,61,24.98,1523.78
East,Widget C,12,21.35,256.2
East,Gadget X,46,41.76,1920.96
South,Widget D,89,21.32,1897.48
Central,Widget C,99,28.29,2800.71
Central,Gadget X,61,49.1,2995.1
East,Gadget X,63,40.49,2550.87
East,Widget C,26,17.01,442.26
West,Widget D,4,42.39,169.56
South,Widget C,86,25.28,2174.08
West,Widget B,12,13.79,165.48
West,Widget A,2,34.0,68.0
North,Widget A,81,46.63,3777.03
South,Widget A,29,16.64,482.56
Central,Widget C,69,15.16,1046.04
South,Widget D,16,25.98,415.68
East,Widget A,50,26.76,1338.0
South,Widget D,56,12.87,720.72
North,Gadget X,24,27.4,657.6
East,Widget B,57,46.93,2675.01
Central,Widget A,43,10.93,469.99
East,Widget B,34,11.55,392.7
West,Widget C,40,19.51,780.4
West,Widget A,25,45.9,1147.5
Central,Widget C,5,34.27,171.35
North,Widget D,19,12.89,244.91
West,Gadget X,71,21.77,1545.67
Central,Gadget X,93,26.73,2485.89
West,Widget D,23,22.03,506.69
Central,Widget B,21,37.97,797.37
North,Gadget X,3,42.86,128.58
North,Gadget X,58,45.57,2643.06
East,Widget B,37,16.47,609.39
East,Gadget X,81,34.06,2758.86
North,Widget A,48,44.53,2137.44
North,Widget A,62,15.31,949.22
Central,Gadget X,79,17.77,1403.83
South,Widget C,10,21.12,211.2
West,Gadget X,66,28.97,1912.02
South,Widget A,37,39.41,1458.17
South,Widget D,57,10.28,585.96
Central,Widget C,37,27.97,1034.89
East,Widget C,20,16.37,327.4
East,Widget D,93,39.96,3716.28
West,Widget B,32,45.16,1445.12
North,Widget B,7,47.25,330.75
East,Widget B,41,39.89,1635.49
Central,Widget A,41,20.76,851.16
Central,Widget C,33,32.93,1086.69
West,Widget C,79,14.35,1133.65
North,Widget C,47,30.68,1441.96
South,Gadget X,52,44.29,2303.08
Central,Widget C,57,34.48,1965.36
Central,Widget C,60,11.13,667.8
East,Gadget X,79,43.36,3425.44
East,Widget D,49,28.74,1408.26
West,Widget C,81,41.03,3323.43
South,Widget A,70,15.38,1076.6
West,Gadget X,9,47.85,430.65
West,Widget D,62,35.8,2219.6
South,Widget A,20,10.87,217.4
East,Widget D,95,44.73,4249.35
East,Widget C,94,42.21,3967.74
North,Gadget X,64,40.16,2570.24
West,Widget B,56,45.91,2570.96
East,Widget D,20,40.66,813.2
West,Widget A,52,48.57,2525.64
West,Widget C,80,36.86,2948.8
West,Widget C,26,21.28,553.28
West,Widget C,8,22.72,181.76
North,Widget D,76,25.54,1941.04
North,Widget D,61,17.79,1085.19
West,Widget A,82,34.81,2854.42
South,Widget A,27,49.57,1338.39
East,Widget B,5,16.39,81.95
West,Widget D,51,24.46,1247.46
Central,Gadget X,39,39.66,1546.74
North,Widget B,4,10.57,42.28
North,Widget D,24,31.43,754.32
Central,Widget B,42,16.57,695.94
North,Widget C,83,23.4,1942.2
South,Widget D,49,11.23,550.27
North,Widget B,81,14.27,1155.87
North,Gadget X,84,39.09,3283.56
North,Gadget X,95,23.24,2207.8
South,Widget C,75,11.65,873.75
North,Widget D,51,27.54,1404.54
Central,Widget C,55,32.49,1786.95
East,Widget C,10,10.28,102.8
North,Widget B,77,14.35,1104.95
North,Gadget X,13,36.29,471.77
West,Gadget X,81,18.9,1530.9
North,Widget B,42,38.76,1627.92
South,Gadget X,84,39.36,3306.24
North,Widget C,95,49.11,4665.45
South,Gadget X,69,40.75,2811.75
West,Gadget X,86,45.55,3917.3
South,Widget D,49,41.83,2049.67
North,Widget D,48,47.69,2289.12
South,Widget D,41,20.88,856.08
Central,Widget A,97,25.12,2436.64
North,Gadget X,67,29.98,2008.66
South,Widget D,67,41.59,2786.53
North,Widget A,3,29.93,89.79
South,Gadget X,5,16.53,82.65
North,Widget D,76,11.31,859.56
North,Widget B,99,33.47,3313.53
North,Widget C,80,21.41,1712.8
South,Widget A,20,28.31,566.2
South,Widget C,93,37.96,3530.28
West,Widget A,95,23.05,2189.75
West,Gadget X,55,45.66,2511.3
South,Widget B,48,18.54,889.92
Central,Widget B,4,30.75,123.0
North,Widget C,42,35.13,1475.46
West,Widget C,80,35.85,2868.0
South,Widget B,66,38.41,2535.06
Central,Widget D,58,27.95,1621.1
East,Widget D,69,45.9,3167.1
East,Gadget X,12,32.5,390.0
East,Widget A,77,27.36,2106.72
East,Widget A,20,36.48,729.6
West,Gadget X,23,23.31,536.13
South,Widget A,26,34.87,906.62
Central,Widget A,59,40.52,2390.68
West,Widget C,38,10.8,410.4
North,Widget A,98,24.85,2435.3
Central,Gadget X,41,46.48,1905.68
Central,Gadget X,83,42.18,3500.94
